object1,object2,time
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06 -6.52822489e+06
 -2.00033446e+06 -5.36391240e+05]","[ 1.67520960e+09  4.39734395e+04 -6.85016300e+06 -6.70190734e+06
 -1.41696972e+06 -3.68061006e+04]",1675217400
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06 -6.57278713e+06
 -1.91232397e+06  2.19681810e+05]","[ 1.67520960e+09  4.39734395e+04 -6.85016300e+06 -6.70190734e+06
 -1.41696972e+06 -3.68061006e+04]",1675217500
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06 -6.53588407e+06
 -1.80061150e+06  9.73032051e+05]","[ 1.67520960e+09  4.39286487e+04 -6.85007300e+06 -6.34718724e+06
 -1.97387496e+06  1.65527237e+06]",1675217600
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06 -6.41797309e+06
 -1.66658167e+06  1.71432221e+06]","[ 1.67520960e+09  4.39286487e+04 -6.85007300e+06 -6.34718724e+06
 -1.97387496e+06  1.65527237e+06]",1675217700
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06 -6.22051563e+06
 -1.51189566e+06  2.43436449e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675217800
"[ 1.67520960e+09  4.39894535e+04  6.84885200e+06 -5.94595904e+06
 -1.33847072e+06  3.12423445e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675217900
"[1.67520960e+09 4.39286487e+04 6.85007300e+06 5.62853933e+06
 2.00110989e+06 3.35240277e+06]","[ 1.67520960e+09  4.39894535e+04 -6.84885200e+06  5.94595904e+06
  1.33847072e+06  3.12405482e+06]",1675218000
"[1.67520960e+09 4.39286487e+04 6.85007300e+06 5.97813935e+06
 2.00755380e+06 2.67489772e+06]","[ 1.67520960e+09  4.39756819e+04 -6.85017200e+06  6.27456270e+06
  1.58685496e+06  2.24406180e+06]",1675218100
"[1.67520960e+09 4.39286487e+04 6.85007300e+06 6.25368390e+06
 1.98912872e+06 1.96425680e+06]","[ 1.67520960e+09  4.39756819e+04 -6.85017200e+06  6.45014425e+06
  1.73699641e+06  1.51749566e+06]",1675218200
"[1.67520960e+09 4.39286487e+04 6.85007300e+06 6.45175961e+06
 1.94606288e+06 1.22928324e+06]","[ 1.67520960e+09  4.39831950e+04 -6.84962200e+06  6.56405826e+06
  1.22830748e+06  1.52354141e+06]",1675218300
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06  6.74245238e+06
 -1.06140542e+06 -5.52586677e+05]","[ 1.67520960e+09  4.39964505e+04 -6.85052500e+06  6.82170976e+06
 -6.08897341e+05 -1.52175070e+05]",1675218400
"[ 1.67520960e+09  4.40070704e+04  6.84781700e+06  6.74582584e+06
 -1.15973586e+06  2.03578278e+05]","[ 1.67520960e+09  4.39964505e+04 -6.85052500e+06  6.80474991e+06
 -5.10747387e+05  6.03318316e+05]",1675218500
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06  6.56160513e+06
  1.67583858e+06 -1.02975883e+06]","[ 1.67520960e+09  4.39697629e+04 -6.85047000e+06  6.73275586e+06
  1.15222963e+06 -5.20686921e+05]",1675218600
"[ 1.67520960e+09  4.39286487e+04  6.85007300e+06  6.43524721e+06
  1.54247583e+06 -1.76970670e+06]","[ 1.67520960e+09  4.39894535e+04 -6.84885200e+06  6.40274967e+06
  2.06355213e+06 -1.28563376e+06]",1675218700
"[ 1.67520960e+09  4.39756819e+04  6.85017200e+06 -6.35877736e+06
 -1.65313636e+06  1.93854251e+06]","[ 1.67520960e+09  4.39286487e+04 -6.85007300e+06 -6.34718724e+06
 -1.97387496e+06  1.65527237e+06]",1675218800
"[ 1.67520960e+09  4.39756819e+04  6.85017200e+06 -6.13815355e+06
 -1.49144321e+06  2.65019332e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675218900
"[ 1.67520960e+09  4.39756819e+04  6.85017200e+06 -5.84149535e+06
 -1.31127530e+06  3.32901572e+06]","[ 1.67520960e+09  4.40156416e+04 -6.85107000e+06 -6.06564499e+06
 -1.55310240e+06  2.78064495e+06]",1675219000
"[1.67520960e+09 4.40156416e+04 6.85107000e+06 6.47711395e+06
 1.48788584e+06 1.66443708e+06]","[ 1.67520960e+09  4.39831950e+04 -6.84962200e+06  6.56405826e+06
  1.22830748e+06  1.52354141e+06]",1675219100
"[1.67520960e+09 4.40156416e+04 6.85107000e+06 6.63803659e+06
 1.42242524e+06 9.22137091e+05]","[ 1.67520960e+09  4.39831950e+04 -6.84962200e+06  6.56405826e+06
  1.22830748e+06  1.52354141e+06]",1675219200
"[1.67520960e+09 4.40156416e+04 6.85107000e+06 6.71676501e+06
 1.33935173e+06 1.68418915e+05]","[ 1.67520960e+09  4.39598485e+04 -6.85206100e+06  6.79694575e+06
  8.53788557e+05  1.52506091e+05]",1675219300
"[ 1.67520960e+09  4.39964505e+04  6.85052500e+06 -6.77158503e+06
  4.66620963e+05  9.26063628e+05]","[ 1.67520960e+09  4.39735233e+04 -6.85114100e+06 -6.81996281e+06
  3.64525850e+05  5.41445779e+05]",1675219400
"[ 1.67520960e+09  4.39964505e+04  6.85052500e+06 -6.82479311e+06
  5.67638921e+05  1.72272658e+05]","[ 1.67520960e+09  8.55546521e+01  6.84980400e+06 -6.84836298e+06
 -1.23026531e+05 -6.78513111e+04]",1675219500
"[ 1.67520960e+09  4.39964505e+04  6.85052500e+06 -6.79347433e+06
  6.61626523e+05 -5.83651955e+05]","[ 1.67520960e+09  4.40070704e+04  6.84781700e+06 -6.73656684e+06
  1.17751826e+06 -3.52790378e+05]",1675219600
"[ 1.67520960e+09  4.40186599e+04  6.84940800e+06 -5.78908791e+06
 -3.09364610e+06  1.95709093e+06]","[ 1.67520960e+09  4.39834362e+04 -6.84919000e+06 -6.17249941e+06
 -2.47472572e+06  1.63914608e+06]",1675219700
